gene,gene_name,zscore,effect_size,pvalue,VAR_g,pred_perf_R2,pred_perf_p,pred_perf_q,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000162384,C1orf123,-0.306327811558,-0.0164279882303,0.759355065804,0.267446725365,0.329281274812,7.39245567846e-82,7.31525422547e-81,18,18,18
ENSG00000163428,LRRC58,0.306299372127,0.0170307779052,0.759376717228,0.377763682908,0.358592579708,8.38339117397e-91,9.51056375128e-90,33,33,33
ENSG00000163864,NMNAT3,-0.306279353299,-0.0170164121337,0.759391958017,0.466108710254,0.488034613835,6.69708521741e-136,1.4750386187e-134,35,35,35
ENSG00000080371,RAB21,0.306236980934,0.0159839698519,0.759424217369,0.00516174776611,0.0189383985804,2.75342499121e-05,4.55938654253e-05,5,5,5
ENSG00000110448,CD5,0.305952967199,0.0169858573371,0.759640456347,0.0270933475083,0.0429533202237,2.10251070935e-10,4.41520544529e-10,20,20,20
ENSG00000198894,KIAA1737,-0.305865854156,-0.0181398161897,0.7597067852,0.280429041825,0.341560278959,1.47795543658e-85,1.55853891555e-84,38,38,38
ENSG00000125651,GTF2F1,0.305727208641,0.0184352183063,0.759812355102,0.0620194301338,0.0646791092135,4.46554334167e-15,1.10618151877e-14,38,38,38
ENSG00000114503,NCBP2,0.305510624771,0.016478046702,0.759977279149,0.00297468032577,0.00403888717114,0.053723237692,0.071243331015,12,12,12
ENSG00000108309,RUNDC3A,0.30524338276,0.0168098639692,0.760180793341,0.0775167198558,0.0997905427389,8.20873009065e-23,2.5809783725e-22,13,13,13
ENSG00000100285,NEFH,0.305165667948,0.0171163098635,0.760239979021,0.0997847874233,0.164545004129,7.83490833533e-38,3.50164837749e-37,24,24,24
ENSG00000149212,SESN3,0.305069758013,0.0157812466713,0.760313023591,0.113287080765,0.174221965053,3.58345795042e-40,1.68202867659e-39,36,36,36
ENSG00000130299,GTPBP3,0.304971801928,0.0164335759431,0.760387628707,0.24288827354,0.33121593125,1.95186312348e-82,1.9564679756e-81,88,88,88
ENSG00000169220,RGS14,0.304822843848,0.0170673693981,0.76050108213,0.0752160452995,0.0678172888215,9.30011364042e-16,2.36973876491e-15,45,46,46
ENSG00000184254,ALDH1A3,-0.304649095353,-0.0150040571182,0.760633423598,0.00850901737719,0.0074272095744,0.00884029466186,0.0125038145394,28,30,30
ENSG00000101447,FAM83D,0.304622741291,0.0167366646894,0.76065349768,0.0326074419795,0.0477484153944,1.98288896095e-11,4.3397524933e-11,19,19,19
ENSG00000143473,KCNH1,-0.304314340072,-0.0169635556703,0.760888421124,0.36064282714,0.453667170771,6.62752204747e-123,1.19740868158e-121,23,23,23
TIGD6,TIGD6,0.304300304158,0.0179634287349,0.760899113453,0.122388828099,0.162917456195,1.92738352747e-37,8.55308909716e-37,95,98,98
ENSG00000108557,RAI1,-0.304281750938,-0.0160801280621,0.760913247061,0.0507195819598,0.0396330039728,1.07467248045e-09,2.18534989037e-09,48,48,48
ENSG00000136770,DNAJC1,0.304238139759,0.0172318869151,0.760946469818,0.0141643450235,0.0178894392319,4.61931678097e-05,7.57011587933e-05,22,23,23
ENSG00000167257,RNF214,-0.304150121351,-0.0174746050789,0.761013523102,0.00661171115752,0.0147292952643,0.00022090712985,0.000347618614964,5,5,5
ENSG00000178342,KCNG2,0.303994820382,0.0169161633713,0.761131837277,0.224266101246,0.282657135163,2.12535245571e-68,1.6742235164e-67,24,24,24
ENSG00000178184,PARD6G,-0.303956207267,-0.0177706738614,0.761161255081,0.0401452029432,0.057977894363,1.25619543726e-13,2.95928279451e-13,22,22,22
ENSG00000172071,EIF2AK3,-0.303905467215,-0.0172368590218,0.761199912443,0.0190102544447,0.0102491164353,0.00208552753904,0.00308981813461,24,24,24
ENSG00000170949,ZNF160,-0.303900130128,-0.0162941327967,0.761203978648,0.0945560943947,0.153226418054,3.95962577137e-35,1.66460999153e-34,27,28,28
ENSG00000155158,TTC39B,0.303428080868,0.0167631334091,0.761563648323,0.552668013215,0.611735031541,3.35215087053e-191,1.42423158438e-189,41,41,41
ENSG00000266714,MYO15B,-0.303293891042,-0.0188495879309,0.761665901321,0.485817246251,0.607330928495,6.02825132125e-189,2.504671866e-187,57,58,58
POLR2J2,POLR2J2,0.303225236246,0.0152018270301,0.761718218064,0.367754687969,0.297156609031,1.72690501629e-72,1.44596732165e-71,158,160,160
ENSG00000168159,RNF187,0.303184870061,0.0168228573683,0.761748978657,0.114174947205,0.139674683796,6.15684243023e-32,2.42209592737e-31,56,56,56
HMP19,HMP19,0.303121733981,0.0179153081844,0.761797091545,0.130347316186,0.17313722486,6.57497968509e-40,3.07306804231e-39,33,35,35
ENSG00000076344,RGS11,0.303090228004,0.0172759706516,0.761821101038,0.000723555991498,5.79862431905e-05,0.81738392026,0.947190182451,6,6,6
ENSG00000243414,TICAM2,0.303086014345,0.0141938942397,0.761824312123,0.00810721822226,0.0108312406602,0.00155383359866,0.00232035627302,17,18,18
ENSG00000118402,ELOVL4,-0.303043241525,-0.015011881238,0.761856908052,0.0424581520231,0.05372186819,1.03649641068e-12,2.36638832121e-12,34,34,34
ENSG00000145912,NHP2,0.302957007785,0.016534239463,0.761922625577,0.00367545863246,0.00925431183226,0.00345719067762,0.00504036511124,10,10,10
ENSG00000087206,UIMC1,0.302842794723,0.0167568366947,0.762009668393,0.018744590897,0.03289355977,2.92853048855e-08,5.60879381485e-08,12,12,12
ENSG00000136059,VILL,-0.302755495498,-0.0174757092578,0.762076201959,0.00248435874092,0.00546709033357,0.0247572923304,0.0337625074843,5,5,5
ENSG00000056661,PCGF2,-0.302733795168,-0.0171063866255,0.762092740756,0.168367815783,0.210306472277,3.86987423422e-49,2.16249951374e-48,22,22,22
ENSG00000180263,FGD6,0.302729648659,0.0164522215435,0.76209590101,0.0706276986223,0.112493977547,1.12079326704e-25,3.79192605195e-25,26,26,26
ENSG00000271303,SRXN1,-0.302720342514,-0.0169399377979,0.762102993683,0.521281450373,0.551071004355,3.55355926564e-162,1.0784315458e-160,28,28,28
ENSG00000116031,CD207,-0.302565839278,-0.0176067547823,0.762220751165,0.0620738727558,0.0901272335165,1.17212696602e-20,3.46456110175e-20,21,21,21
ENSG00000137656,BUD13,0.302458043059,0.0166461006176,0.762302913295,0.0157614318103,0.0255911447845,1.04824700014e-06,1.870540745e-06,20,20,20
ENSG00000169223,LMAN2,0.302419026552,0.016541136115,0.762332652283,0.0259701020305,0.0333851392213,2.30165735476e-08,4.43268445965e-08,23,25,25
ENSG00000117281,CD160,-0.302354145872,-0.0174568872816,0.762382106123,0.0426503917478,0.0416117410618,4.06592441356e-10,8.44007729724e-10,19,19,19
ENSG00000120055,C10orf95,0.302218459155,0.0170839067074,0.76248553341,0.0334899327817,0.0327892185228,3.08214210991e-08,5.89870586015e-08,25,25,25
ENSG00000162545,CAMK2N1,-0.302191682083,-0.0161359669152,0.762505944751,0.0291770185275,0.050469127309,5.17780545463e-12,1.15666342678e-11,17,17,17
ENSG00000112473,SLC39A7,0.302068296413,0.0171511244228,0.7626,0.000218488584013,0.000775063623959,0.398467060353,0.482904874753,1,1,1
ENSG00000134321,RSAD2,-0.302055389651,-0.016762433895,0.762609838855,0.00853750450265,0.00841418497414,0.0053133385209,0.00764496194655,20,20,20
ENSG00000079308,TNS1,-0.301873152505,-0.0155736621789,0.762748762751,0.0456846361962,0.0819244072697,7.6239009914e-19,2.13602212205e-18,18,18,18
ENSG00000178498,DTX3,-0.301551176479,-0.0165901829084,0.762994231739,0.0373010137738,0.0327679693344,3.11439903799e-08,5.95957427421e-08,36,37,37
ENSG00000177731,FLII,-0.301412452322,-0.0163728967141,0.7631,0.000719421532133,0.000790638683797,0.393766286218,0.477647426393,1,1,1
ENSG00000100124,ANKRD54,0.301102947137,0.0170136991687,0.763335993766,0.152451373613,0.167307255896,1.69377645611e-38,7.67678241688e-38,66,66,66
ENSG00000152475,ZNF837,0.301079465591,0.0169044768573,0.763353899044,0.0210924540251,0.0226209511972,4.50062830518e-06,7.78025664884e-06,16,16,16
ENSG00000136104,RNASEH2B,-0.30101174457,-0.016328296124,0.763405538759,0.317146033439,0.414397183683,5.10515224068e-109,7.5550517036e-108,90,90,90
ENSG00000093009,CDC45,0.300780371475,0.0164858876826,0.76358197701,0.00340367375731,0.00112030605595,0.309994530405,0.381155522775,13,13,13
ENSG00000100504,PYGL,-0.300756164982,-0.016903765419,0.763600436872,0.0616869064943,0.0829402028475,4.55413533188e-19,1.28497250335e-18,45,45,45
ENSG00000167769,ACER1,-0.300603063168,-0.0168320608748,0.763717195371,0.0617647641423,0.0785862469001,4.1309947041e-18,1.13140634742e-17,29,29,29
ENSG00000171310,CHST11,-0.300578230882,-0.0157345125964,0.763736133474,0.0636689870977,0.0649763912226,3.84948709603e-15,9.56273001544e-15,58,58,58
ENSG00000165688,PMPCA,0.300543220829,0.0165110474148,0.763762833793,0.00329929389642,0.00595526521879,0.0191010684441,0.0262939143475,7,7,7
ENSG00000084623,EIF3I,0.300359865409,0.0163467213585,0.76390267388,0.0193686574002,0.022554181102,4.65062796927e-06,8.03534316978e-06,25,25,25
ENSG00000117133,RPF1,-0.300150371347,-0.0157919392618,0.764062458611,0.0241540279411,0.0340507220526,1.66106961358e-08,3.22113484695e-08,20,20,20
ENSG00000048471,SNX29,0.299282348501,0.0155574714782,0.764724621581,0.0593882968653,0.0996286628379,8.92365007264e-23,2.80308597917e-22,37,38,38
C6orf72,C6orf72,0.29921180205,0.0165629259405,0.764778444836,0.181679218434,0.311239922398,1.52619056428e-76,1.37775571776e-75,23,24,24
ENSG00000223865,HLA-DPB1,-0.299191976275,-0.0163225878177,0.76479357107,0.124585895406,0.205014374876,8.46243019217e-48,4.60002757165e-47,33,33,33
ENSG00000083807,SLC27A5,-0.299085719515,-0.0169096172313,0.764874642049,0.00992611966752,0.0144989576372,0.000247711931424,0.000388915704946,14,14,14
ENSG00000185504,C17orf70,-0.299028043516,-0.0171712915804,0.764918648325,0.0129996598202,0.0156665839042,0.000138718357928,0.000220979619288,9,9,9
ENSG00000120318,ARAP3,-0.298849256453,-0.0165418201933,0.765055066092,0.128762302573,0.195340826496,2.26004558139e-45,1.17008885033e-44,32,32,32
ENSG00000165322,ARHGAP12,-0.298749300761,-0.0161187843646,0.765131337272,0.0552755311024,0.0593192219277,6.45061312976e-14,1.5383129736e-13,29,29,29
ENSG00000157764,BRAF,-0.298514864089,-0.0131259381159,0.765310233084,0.00431140548654,0.0047282784141,0.0368362935216,0.0495021754895,10,10,10
ENSG00000129255,MPDU1,-0.298479934234,-0.0150960715239,0.76533688871,0.0176154046955,0.0157297439933,0.000134441647977,0.000214270443552,31,31,31
ENSG00000204498,NFKBIL1,-0.298449136982,-0.0162180723483,0.765360390899,0.0169068916616,0.0346493678988,1.2386922481e-08,2.4127204377e-08,6,6,6
ENSG00000135723,FHOD1,0.297832159276,0.0159504900436,0.765831268222,0.0753874654429,0.130056588786,1.06078593549e-29,3.95348374544e-29,3,4,4
ENSG00000185666,SYN3,-0.297751601468,-0.01652293633,0.765892756324,0.0111301741208,0.0105380055909,0.00180191187365,0.00268048128392,31,31,31
ENSG00000121380,BCL2L14,0.297512083826,0.0169998242806,0.766075583875,0.349328086665,0.401989102575,8.00402059779e-105,1.12509023792e-103,27,27,27
ENSG00000148925,BTBD10,0.297454216878,0.0158218723012,0.766119756573,0.140427928602,0.198978829592,2.78539039285e-46,1.4639416147e-45,32,32,32
ENSG00000213347,MXD3,-0.297375740628,-0.0161848893232,0.766179662583,0.189517796471,0.198964131737,2.80910238512e-46,1.4752267749e-45,61,62,62
ENSG00000018408,WWTR1,0.297368625036,0.0166775863154,0.766185094445,0.000344560844118,0.000980424477806,0.342261336451,0.418601918693,3,3,3
ENSG00000158691,ZSCAN12,-0.297287942284,-0.0161680293464,0.76624668641,0.0147186057772,0.0114983705757,0.00111026487779,0.00167621489058,18,18,18
ENSG00000197912,SPG7,-0.296986889776,-0.0160927393374,0.766476518274,0.305183462168,0.386610488689,9.6441970498e-100,1.2502334581e-98,27,27,27
ENSG00000125772,GPCPD1,-0.296947751978,-0.0183437510983,0.766506398668,0.0893592550898,0.155563083081,1.10248254105e-35,4.69624758994e-35,39,39,39
ENSG00000130159,ECSIT,-0.296534307632,-0.0132771262446,0.766822070742,0.00776047446754,0.000974923744625,0.343619725772,0.420185257464,18,19,19
ENSG00000105538,RASIP1,0.296461570989,0.0160444032989,0.766877610461,0.000665739307622,1.5777238197e-06,0.969617281733,1.0,3,3,3
ENSG00000118046,STK11,-0.296088428381,-0.0162330430485,0.767162550816,0.18942437005,0.261266551921,1.6384587528e-62,1.17347146455e-61,18,18,18
ENSG00000138029,HADHB,-0.296079564888,-0.0150061247901,0.767169319568,0.0324253930978,0.0422981291756,2.90163371382e-10,6.06048487864e-10,21,21,21
ENSG00000212864,RNF208,0.296024332723,0.0156166363945,0.767211498918,0.000829542677816,2.58414920978e-05,0.8774931529,1.0,3,3,3
ENSG00000134453,RBM17,-0.295993357163,-0.0181695178372,0.767235154439,0.029491308976,0.0216114654828,7.38959221319e-06,1.26367591587e-05,52,52,52
ENSG00000256683,ZNF350,-0.29598591313,-0.0162776577873,0.767240839356,0.00830100170053,0.0128352992229,0.000567868080967,0.000874169061993,22,22,22
ENSG00000234511,C5orf58,-0.295967399294,-0.0164233866637,0.7672549782,0.0220021978331,0.0425210088632,2.60049387451e-10,5.44100156015e-10,11,11,11
ENSG00000111962,UST,-0.295908259428,-0.0164438263343,0.767300143283,0.14239709543,0.201500851927,6.48922692725e-47,3.45750840853e-46,45,45,45
ENSG00000213928,IRF9,-0.29576832017,-0.0156806331494,0.767407017965,0.00405802537386,0.00326396289192,0.0829504565372,0.108140202222,17,17,17
ENSG00000211452,DIO1,-0.295687618074,-0.0195539442642,0.767468653939,0.00102417274907,0.000454643773436,0.517866570283,0.618163911292,3,3,3
ENSG00000137642,SORL1,-0.295669709606,-0.0163234784754,0.767482331674,0.0211971907754,0.00855847353468,0.00493422501811,0.00711892624752,49,50,50
ENSG00000099834,CDHR5,0.295625260926,0.0175276365489,0.767516280022,0.0387292297132,0.0683396353009,7.15972875573e-16,1.83428880455e-15,19,19,19
ENSG00000142182,DNMT3L,0.295616306482,0.0176735514799,0.767523119168,0.0368090770206,0.0681636117681,7.81953741471e-16,1.99866344438e-15,8,8,8
ENSG00000137103,TMEM8B,0.295595536172,0.0148803877474,0.767538982999,0.0450070231064,0.0661931742564,2.09581570853e-15,5.25890430502e-15,22,22,22
ENSG00000130023,C6orf70,0.295400363527,0.0157310744026,0.767688055632,0.00951617485483,0.00620066652385,0.0167797501066,0.0232198033887,32,33,33
ENSG00000106537,TSPAN13,-0.295076565006,-0.0159841449129,0.767935391509,0.00478491758238,0.00151726663951,0.237363130039,0.29571602211,16,16,16
ENSG00000173575,CHD2,-0.295071531798,-0.0156335881426,0.767939236349,0.00549898878587,0.00738930044607,0.0090158086829,0.0127479566465,12,12,12
ENSG00000136111,TBC1D4,0.295037845987,0.0163625568473,0.767964968899,0.298959763329,0.387918387699,3.606708316e-100,4.68480820809e-99,35,35,35
ENSG00000153208,MERTK,0.294989856329,0.0154135212486,0.768001628582,0.284009787925,0.364484106097,1.19240272622e-92,1.39601211619e-91,57,58,58
ENSG00000139718,SETD1B,-0.29485504046,-0.0152682759408,0.768104618277,0.00464771317281,0.00390422938371,0.0578851105102,0.0765082579559,13,14,14
ENSG00000136444,RSAD1,-0.294812454168,-0.0166996217411,0.768137152013,0.0686683527591,0.121451147455,1.0155597636e-27,3.60926541996e-27,16,16,16
ENSG00000090060,PAPOLA,-0.294341069905,-0.0162748758421,0.768497292613,0.00571278205335,0.00570182775717,0.0218481596,0.0299222325145,18,18,18
ENSG00000116353,MECR,-0.294237734106,-0.015774195327,0.768576248507,0.104673984959,0.114734508347,3.47013112215e-26,1.19241056639e-25,94,95,95
ENSG00000157368,IL34,0.294161919954,0.0161107775126,0.768634177434,0.0623955790563,0.0598869129779,4.86411125989e-14,1.16376402187e-13,28,29,29
ENSG00000126231,PROZ,-0.293963053478,-0.0165578925861,0.768786135697,0.296977879394,0.441719432127,1.40901915633e-118,2.4132888567e-117,21,22,22
ENSG00000170638,TRABD,0.293795419097,0.017823670642,0.768914235727,0.249618708387,0.184453353911,1.12558247248e-42,5.55245196442e-42,141,142,142
ENSG00000213694,S1PR3,0.293781132634,0.0160540726107,0.768925153209,0.0354942064838,0.0662561175395,2.03089127019e-15,5.0979357575e-15,15,15,15
ENSG00000054219,LY75,0.293608223205,0.0159200485454,0.769057291401,0.315128427304,0.346887118866,3.495798056e-87,3.78333247293e-86,28,28,28
SIGLEC16,SIGLEC16,0.29355896276,0.0149237878545,0.769094937691,0.00528924040218,0.0112584745893,0.00125274341196,0.00188354834235,14,14,14
ENSG00000187954,CYHR1,0.293458441464,0.0149704269316,0.76917176073,0.0359775229279,0.0449439781619,7.89535482589e-11,1.69171495708e-10,14,14,14
ENSG00000138617,PARP16,-0.293317694861,-0.0159563408135,0.769279329622,0.246176968141,0.323772370425,3.21047406778e-80,3.10691799756e-79,11,11,11
ENSG00000111906,HDDC2,0.293035963244,0.0165158533453,0.769494662957,0.424935106901,0.4383020193,2.34291547933e-117,3.92103427932e-116,59,59,59
ENSG00000163053,SLC16A14,-0.292975680297,-0.0109144197462,0.769540740777,0.00755065548495,0.00263353119202,0.119434064084,0.15351479048,28,28,28
ENSG00000127616,SMARCA4,0.292697234045,0.0145366299601,0.769753584265,0.00693476802174,0.00696321182391,0.0112520359136,0.0158063742553,13,13,13
ENSG00000205869,KRTAP5-1,-0.292616656334,-0.0161930294811,0.769815180865,0.0168615669472,0.0336761026925,1.99580742727e-08,3.85267179021e-08,13,13,13
ENSG00000066382,MPPED2,0.292552092511,0.0168755813573,0.769864536902,0.158758397093,0.174791708422,2.60447280044e-40,1.22863578992e-39,46,46,46
ENSG00000147324,MFHAS1,-0.292297951911,-0.0161635060711,0.770058824612,0.104084908305,0.119050504064,3.5983992401e-27,1.26284349564e-26,91,93,93
ENSG00000135776,ABCB10,-0.292228334205,-0.0163115463517,0.770112049106,0.00108942818909,0.00209901835686,0.164531467222,0.208369611036,2,2,2
ENSG00000111669,TPI1,0.292135526947,0.0160777378536,0.770183004282,0.00418241120089,0.00973381809224,0.00270853250662,0.0039841502842,4,4,4
ENSG00000178921,PFAS,-0.292038366181,-0.0160762150264,0.770257289966,0.00602838815185,0.00758389916836,0.00815108107364,0.0115637536429,11,11,11
ENSG00000106714,CNTNAP3,0.291995794978,0.0180002607015,0.770289839065,0.00112984364078,7.87886173018e-05,0.78780385403,0.915247822301,5,5,5
ENSG00000150637,CD226,0.291937826085,0.0161978337033,0.770334161584,0.100332162701,0.148158611727,6.26493345708e-34,2.56179567101e-33,24,24,24
ENSG00000074582,BCS1L,-0.291805257042,-0.0162176034955,0.770435525557,0.00266188834427,0.00505883300627,0.030812041171,0.0417001021643,8,8,8
ENSG00000079277,MKNK1,0.291695672865,0.016295007276,0.770519317971,0.351179395169,0.372377814677,3.75714371705e-95,4.55246917179e-94,45,46,46
ENSG00000187840,EIF4EBP1,0.291655632345,0.0163126358834,0.770549935211,0.00190749889386,0.00126578320953,0.280508388852,0.346485603448,4,4,4
ENSG00000135127,CCDC64,-0.291561500923,-0.0185594208295,0.770621914813,0.0318502831748,0.0615871084922,2.08691250131e-14,5.04436126899e-14,26,26,26
ENSG00000137936,BCAR3,-0.291252150332,-0.0157570670848,0.770858480262,0.00861494461704,0.0223655124696,5.1020910836e-06,8.80037214014e-06,8,8,8
ENSG00000106460,TMEM106B,-0.291241974973,-0.0138187686881,0.770866261887,0.0187075243288,0.031690208842,5.28071536296e-08,1.00104061666e-07,40,40,40
ENSG00000167778,SPRYD3,0.291103244221,0.0140922921658,0.770972358797,0.016474440358,0.0597172981892,5.29223220817e-14,1.26458618312e-13,13,14,14
ENSG00000141258,SGSM2,-0.29106594278,-0.01757918135,0.771000886496,0.0368827502429,0.0633473558171,8.67954846529e-15,2.12804044744e-14,35,35,35
ENSG00000167543,TP53I13,-0.291039467941,-0.0159800275607,0.771021134325,0.0325024855279,0.0412075949483,4.9591318988e-10,1.02425476304e-09,36,36,36
ENSG00000060566,CREB3L3,-0.290998311473,-0.0156422092927,0.771052610904,0.00405601082761,0.00960534264485,0.00289132476244,0.00424260677876,8,8,8
ENSG00000132561,MATN2,0.290744548856,0.0168544261743,0.771246697572,0.188118272316,0.262875993749,5.98959085173e-63,4.31558539979e-62,13,13,13
CYBASC3,CYBASC3,0.29072478875,0.0146778379997,0.771261811405,3.12496729313e-05,0.00160201095953,0.224679387205,0.280790607162,4,4,4
ENSG00000112232,KHDRBS2,0.290704677,0.0156968171672,0.771277194287,0.0268508289541,0.0336837653103,1.98832718243e-08,3.83879468187e-08,16,16,16
ENSG00000162636,FAM102B,0.290657947959,0.0168496960455,0.771312936294,0.00741021103902,0.0109772696792,0.00144347047726,0.0021602033469,7,7,7
ENSG00000009790,TRAF3IP3,-0.290508291796,-0.0171405805557,0.771427408241,0.189307933858,0.21359883957,5.61976869523e-50,3.18356875204e-49,41,41,41
ENSG00000171206,TRIM8,-0.29050480371,-0.0165798573611,0.771430076336,0.0838789302363,0.0994876474997,9.59687652653e-23,3.00881839398e-22,41,41,41
ENSG00000100109,TFIP11,0.290286061581,0.0162641322368,0.771597401237,0.585662990702,0.694449133893,4.33830112142e-239,3.4841319555e-237,34,34,34
ENSG00000141574,SECTM1,0.290127545801,0.0140310170349,0.771718663152,0.0307819130646,0.0395720779777,1.10730520239e-09,2.25031890459e-09,18,18,18
ENSG00000152102,FAM168B,0.290016037475,0.0173727818027,0.771803968495,0.00403467747562,0.00142914126896,0.251484955014,0.312481919103,12,12,12
ENSG00000111676,ATN1,-0.289724139779,-0.0161082516224,0.772027287149,0.0283408704733,0.0205971919136,1.21669346686e-05,2.05634154395e-05,52,52,52
ENSG00000163131,CTSS,-0.289515968043,-0.0160437593682,0.772186562131,0.0787589050299,0.0910560943658,7.29037826568e-21,2.17046953294e-20,24,24,24
ENSG00000143149,ALDH9A1,0.289460895639,0.0122351512889,0.77222870037,0.0761993900408,0.11574196292,2.04645794914e-26,7.07451381841e-26,44,44,44
ENSG00000072682,P4HA2,-0.289351072638,-0.0159563661962,0.772312732626,0.0425252561458,0.0659428733036,2.37515508905e-15,5.94285100263e-15,16,16,16
ENSG00000182903,ZNF721,-0.28918306873,-0.0160911010582,0.772441287798,0.0904081598607,0.0582460987419,1.09951983256e-13,2.59856014978e-13,57,59,59
ENSG00000085465,OVGP1,-0.288959733001,-0.0156651207535,0.772612192082,0.212986568221,0.268843222855,1.40844976837e-64,1.03867255875e-63,32,32,32
ENSG00000133302,ANKRD32,-0.288912838471,-0.0166466100122,0.772648078813,0.232027792086,0.273278018581,8.50743252599e-66,6.38469480341e-65,56,60,60
ENSG00000174348,PODN,-0.288903436234,-0.0154085310949,0.772655274072,0.133287165204,0.132929885291,2.29106228932e-30,8.65870341824e-30,43,44,44
PGBD3,PGBD3,0.288887160671,0.0170435365249,0.772667729334,0.00194104056166,0.00280820641056,0.107827353766,0.139057483252,4,4,4
ENSG00000144674,GOLGA4,0.288827352216,0.0159405765784,0.77271349968,0.00106088026874,0.00166415323485,0.215892873827,0.270322753226,10,10,10
ENSG00000166803,KIAA0101,-0.288824251142,-0.0136783832397,0.772715872899,0.00430615013084,0.00650946539511,0.014265215325,0.0198696225725,15,15,15
ENSG00000197381,ADARB1,0.288714750352,0.0142459286171,0.772799674029,0.0230007021865,0.050376040611,5.42144190734e-12,1.21006289377e-11,23,23,23
ENSG00000171812,COL8A2,0.288714324421,0.0143875797681,0.7728,0.00221985665351,0.00500943508867,0.0316426611626,0.0427846720227,1,1,1
ENSG00000178741,COX5A,-0.288713006915,-0.0165849607217,0.772801008306,0.0212933765046,0.0161357569607,0.000109939890179,0.000176085021934,23,23,23
ENSG00000124243,BCAS4,-0.288709221471,-0.016049278424,0.772803905361,0.354698299085,0.439745408941,7.16183797407e-118,1.21557432934e-116,30,30,30
ENSG00000060237,WNK1,-0.288704171919,-0.0157273260851,0.772807769861,0.00870318466654,0.0183371661562,3.70359288499e-05,6.09217208545e-05,14,14,14
ENSG00000142583,SLC2A5,-0.288687910365,-0.0149900622867,0.772820215119,0.0218666396509,0.0408536678235,5.90094479818e-10,1.21439599901e-09,12,13,13
ENSG00000198216,CACNA1E,0.288584769512,0.0149781760811,0.772899152014,0.035354756751,0.0411252888898,5.16378394416e-10,1.06568784595e-09,25,25,25
ENSG00000071073,MGAT4A,-0.288570943214,-0.0148689804781,0.772909733887,0.00180999752793,0.000111111919944,0.749237248296,0.873137833773,5,5,5
C5orf43,C5orf43,-0.288290930246,-0.0155399072168,0.773124049201,0.0069212625105,0.0092833008915,0.0034064750745,0.00496972565421,17,17,17
ENSG00000198003,CCDC151,0.288268669474,0.0170288449645,0.773141087813,0.0167331112651,0.00490222724021,0.0335266006101,0.0452298326985,35,35,35
ENSG00000085514,PILRA,-0.288113021502,-0.015171115166,0.773260225342,0.00205399198725,0.00113769006849,0.306267928018,0.376819699199,5,5,5
ENSG00000173898,SPTBN2,-0.288063945232,-0.0162094938298,0.773297790868,0.00403081011241,0.00503107648751,0.0312759305875,0.0423018362875,5,5,5
ENSG00000006715,VPS41,0.288016104803,0.0150949717621,0.773334410929,0.0984962248321,0.0813286960267,1.03111808246e-18,2.88096229615e-18,83,83,83
ENSG00000154153,FAM134B,-0.287931236338,-0.0174631071171,0.773399375809,0.0563381802658,0.0657908837116,2.56260968879e-15,6.40701067028e-15,33,34,34
ENSG00000158156,XKR8,-0.287901977346,-0.0157407934236,0.77342177327,0.0865953796132,0.084311687544,2.26954788274e-19,6.4687762743e-19,34,34,34
ENSG00000035862,TIMP2,-0.287881095689,-0.0160890399631,0.773437758081,0.0949736834312,0.132904321466,2.32256509211e-30,8.7752452175e-30,19,19,19
C11orf48,C11orf48,-0.287867274509,-0.0172413979783,0.773448338183,0.0393912317972,0.0678099958457,9.33413027976e-16,2.37794642001e-15,13,14,14
ENSG00000076662,ICAM3,0.287829653329,0.0164157789724,0.773477137379,0.101027571608,0.12092651819,1.33933895623e-27,4.74587930926e-27,20,20,20
ENSG00000135655,USP15,-0.287727702191,-0.0160792034995,0.773555183038,0.10262796634,0.138745406333,1.01497662962e-31,3.97391711912e-31,56,57,57
ENSG00000168071,CCDC88B,-0.287425783954,-0.0154295702268,0.773786320983,0.0401492259641,0.0666342657838,1.68099663926e-15,4.23658758817e-15,7,7,7
ENSG00000165934,CPSF2,0.287369680683,0.0158991743515,0.773829273877,0.260985520529,0.323403393073,4.12848809265e-80,3.98653348008e-79,32,32,32
ENSG00000154328,NEIL2,0.286959295035,0.0162610718783,0.774143487864,0.363756329173,0.441515729638,1.66684915697e-118,2.85117795408e-117,40,40,40
ENSG00000025293,PHF20,0.286940911622,0.0164653376208,0.77415756409,0.0405675181354,0.031247809376,6.55866839577e-08,1.23990557544e-07,44,45,45
ENSG00000116266,STXBP3,-0.286892827307,-0.0148257605285,0.774194382722,0.00641432451749,0.00872927878711,0.00452078852347,0.00654178264586,17,17,17
ENSG00000186866,POFUT2,0.28685653216,0.0156276928853,0.77422217461,0.0103429884013,0.0240593610942,2.22172463216e-06,3.89852586333e-06,10,10,10
ENSG00000184226,PCDH9,0.286844014146,0.0155577719896,0.774231759959,0.0339749427505,0.0408752879194,5.83860269408e-10,1.20175396286e-09,41,41,41
ENSG00000204851,PNMAL2,0.286648488615,0.0160162012498,0.774381483106,0.692865196165,0.652439613377,2.4340661112e-213,1.33025247928e-211,70,70,70
ENSG00000160299,PCNT,-0.286476552081,-0.0153814174443,0.774513149977,0.166842492627,0.184298587579,1.22875501974e-42,6.05912855296e-42,42,42,42
